Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.28","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","2.36","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","2.63","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.66","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.29","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.29","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.05","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.61","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.06","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.06","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","4.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","4.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","3.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","16.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","15.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","14.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","10.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","8.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","8.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.87","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.96","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.04","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.64","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.38","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.44","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.62","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.79","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.99","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.67","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.54","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.81","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.07","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.11","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","31.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","32.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","33.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","38.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","37.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","36.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","1.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","1.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","860","Uzbekistan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","4.11","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","860","Uzbekistan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","4.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","860","Uzbekistan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","4.48","E","Estimated value"
